,wavenumber,experimental,"CO2 ν2a, phase I"
1683,2222.65,0.257279,0.0
1684,2223.62,0.240077,0.0
1685,2224.58,0.252328,0.0
1686,2225.54,0.263894,0.0
1687,2226.51,0.244884,0.0
1688,2227.47,0.250923,0.0
1689,2228.44,0.238996,0.0
1690,2229.4,0.275158,0.0
1691,2230.37,0.259818,0.0
1692,2231.33,0.274503,0.0
1693,2232.29,0.300395,0.0
1694,2233.26,0.275104,0.0
1695,2234.22,0.290625,0.0
1696,2235.19,0.274643,0.0
1697,2236.15,0.304652,0.0
1698,2237.12,0.282939,0.0
1699,2238.08,0.301162,0.0
1700,2239.04,0.317143,0.0
1701,2240.01,0.301942,0.0
1702,2240.97,0.317914,0.0
1703,2241.94,0.300515,0.0
1704,2242.9,0.328514,0.0
1705,2243.86,0.311307,0.0
1706,2244.83,0.315285,0.0
1707,2245.79,0.332467,0.0
1708,2246.76,0.309897,0.0
1709,2247.72,0.345243,0.0
1710,2248.69,0.336183,0.0
1711,2249.65,0.362699,0.0
1712,2250.61,0.351612,0.0
1713,2251.58,0.351291,0.0
1714,2252.54,0.35932,0.0
1715,2253.51,0.351516,0.0
1716,2254.47,0.374763,0.0
1717,2255.44,0.363106,0.0
1718,2256.4,0.395606,0.0
1719,2257.36,0.394919,0.0
1720,2258.33,0.380116,0.0
1721,2259.29,0.412633,0.0
1722,2260.26,0.394175,0.0
1723,2261.22,0.429181,0.0
1724,2262.19,0.41199,0.0
1725,2263.15,0.431676,0.0
1726,2264.11,0.420692,0.0
1727,2265.08,0.411903,0.0
1728,2266.04,0.42452,0.0
1729,2267.01,0.405363,0.0
1730,2267.97,0.430718,0.0
1731,2268.94,0.41303,0.0
1732,2269.9,0.451025,0.0
1733,2270.86,0.46472,0.0
1734,2271.83,0.448882,0.0
1735,2272.79,0.467882,0.0
1736,2273.76,0.435374,0.0
1737,2274.72,0.48284,0.0
1738,2275.69,0.452987,0.0
1739,2276.65,0.494149,0.0
1740,2277.61,0.494235,0.0
1741,2278.58,0.475403,0.0
1742,2279.54,0.516626,0.0
1743,2280.51,0.486889,0.0
1744,2281.47,0.527119,0.0
1745,2282.44,0.496055,0.0
1746,2283.4,0.542111,0.0
1747,2284.36,0.565211,0.0
1748,2285.33,0.528958,0.0
1749,2286.29,0.59765,0.0
1750,2287.26,0.560811,0.0
1751,2288.22,0.617184,0.0
1752,2289.19,0.581951,0.0
1753,2290.15,0.632284,0.0
1754,2291.11,0.620862,0.0
1755,2292.08,0.602481,0.0
1756,2293.04,0.649762,0.0
1757,2294.01,0.651418,0.0
1758,2294.97,0.703882,0.0
1759,2295.94,0.724589,0.0
1760,2296.9,0.800542,0.0
1761,2297.86,0.869874,0.0
1762,2298.83,0.891966,0.0
1763,2299.79,0.929109,0.0
1764,2300.76,0.875294,0.0
1765,2301.72,0.863036,0.0
1766,2302.69,0.788269,0.0
1767,2303.65,0.791811,0.0
1768,2304.61,0.75679,0.0
1769,2305.58,0.726582,0.0
1770,2306.54,0.69972,0.0
1771,2307.51,0.696317,0.0
1772,2308.47,0.687406,0.0
1773,2309.44,0.699855,0.0
1774,2310.4,0.664355,0.0
1775,2311.36,0.744379,0.0
1776,2312.33,0.683335,0.0
1777,2313.29,0.753625,0.0
1778,2314.26,0.698227,0.0
1779,2315.22,0.773701,0.0
1780,2316.19,0.718231,0.0
1781,2317.15,0.755921,0.0
1782,2318.11,0.75387,0.0
1783,2319.08,0.739683,0.0
1784,2320.04,0.783556,0.0
1785,2321.01,0.756885,0.0
1786,2321.97,0.82891,0.0
1787,2322.94,0.781841,0.0
1788,2323.9,0.879883,0.0
1789,2324.86,0.962283,0.0
1790,2325.83,0.978538,0.0
1791,2326.79,1.00232,0.0
1792,2327.76,1.03673,0.0
1793,2328.72,1.06399,0.0
1794,2329.69,1.12406,0.0
1795,2330.65,1.16339,0.0
1796,2331.61,1.23026,0.0
1797,2332.58,1.28174,0.0
1798,2333.54,1.37084,0.0
1799,2334.51,1.44445,0.0
1800,2335.47,1.5571,0.0
1801,2336.44,1.66594,0.0
1802,2337.4,1.81401,0.0
1803,2338.36,1.92538,0.0
1804,2339.33,2.08433,0.0
1805,2340.29,2.22962,0.0
1806,2341.26,2.40616,0.0
1807,2342.22,2.58333,0.0
1808,2343.19,2.77565,0.0
1809,2344.15,2.96022,0.0
1810,2345.11,3.17961,0.0
1811,2346.08,3.40005,0.0
1812,2347.04,3.66142,0.0
1813,2348.01,3.90647,0.0
1814,2348.97,4.12205,0.0
1815,2349.94,4.3522,0.0
1816,2350.9,4.63486,0.0
1817,2351.86,4.95842,0.0
1818,2352.83,5.30877,0.0
1819,2353.79,5.6501,0.0
1820,2354.76,6.0464,0.0
1821,2355.72,6.45411,0.0
1822,2356.69,6.90193,0.0
1823,2357.65,7.38051,0.0
1824,2358.61,7.96752,0.0
1825,2359.58,8.65216,0.0
1826,2360.54,9.4548,0.0
1827,2361.51,10.4349,0.0
1828,2362.47,11.5843,0.0
1829,2363.44,12.931,0.0
1830,2364.4,14.4131,0.0
1831,2365.36,15.9266,0.0
1832,2366.33,17.3547,0.0
1833,2367.29,18.4717,0.0
1834,2368.26,19.2103,0.0
1835,2369.22,19.4411,0.0
1836,2370.19,19.1959,0.0
1837,2371.15,18.5154,0.0
1838,2372.11,17.5648,0.0
1839,2373.08,16.4834,0.0
1840,2374.04,15.3192,0.0
1841,2375.01,14.1902,0.0
1842,2375.97,13.0882,0.0
1843,2376.93,12.0889,0.0
1844,2377.9,11.1567,0.0
1845,2378.86,10.304,0.0
1846,2379.83,9.57118,0.0
1847,2380.79,8.89693,0.0
1848,2381.76,8.31889,0.0
1849,2382.72,7.7821,0.0
1850,2383.68,7.31488,0.0
1851,2384.65,6.8922,0.0
1852,2385.61,6.5132,0.0
1853,2386.58,6.1798,0.0
1854,2387.54,5.8609,0.0
1855,2388.51,5.59542,0.0
1856,2389.47,5.35583,0.0
1857,2390.43,5.13903,0.0
1858,2391.4,4.95913,0.0
1859,2392.36,4.78384,0.0
1860,2393.33,4.663,0.0
1861,2394.29,4.53285,0.0
1862,2395.26,4.44896,0.0
1863,2396.22,4.34989,0.0
1864,2397.18,4.28076,0.0
1865,2398.15,4.23412,0.0
1866,2399.11,4.18614,0.0
1867,2400.08,4.14783,0.0
1868,2401.04,4.10347,0.0
1869,2402.01,4.08926,0.0
1870,2402.97,4.06186,0.0
1871,2403.93,4.03066,0.0
1872,2404.9,4.02083,0.0
1873,2405.86,3.99148,0.0
1874,2406.83,3.99478,0.0
1875,2407.79,3.97016,0.0
1876,2408.76,3.95889,0.0
1877,2409.72,3.94141,0.0
1878,2410.68,3.93444,0.0
1879,2411.65,3.92314,0.0
1880,2412.61,3.91123,0.0
1881,2413.58,3.89319,0.0
1882,2414.54,3.86125,0.0
1883,2415.51,3.83632,0.0
1884,2416.47,3.80506,0.0
1885,2417.43,3.78017,0.0
1886,2418.4,3.76249,0.0
1887,2419.36,3.71991,0.0
1888,2420.33,3.68664,0.0
1889,2421.29,3.63904,0.0
1890,2422.26,3.60972,0.0
1891,2423.22,3.56065,0.0
1892,2424.18,3.51664,0.0
1893,2425.15,3.47947,0.0
1894,2426.11,3.44499,0.0
1895,2427.08,3.39785,0.0
1896,2428.04,3.33378,0.0
1897,2429.01,3.28168,0.0
1898,2429.97,3.23497,0.0
1899,2430.93,3.18674,0.0
1900,2431.9,3.14553,0.0
1901,2432.86,3.08933,0.0
1902,2433.83,3.04319,0.0
1903,2434.79,2.99256,0.0
1904,2435.76,2.94182,0.0
1905,2436.72,2.88085,0.0
1906,2437.68,2.83221,0.0
1907,2438.65,2.77829,0.0
1908,2439.61,2.71802,0.0
1909,2440.58,2.65679,0.0
1910,2441.54,2.60694,0.0
1911,2442.51,2.54724,0.0
1912,2443.47,2.49563,0.0
1913,2444.43,2.44679,0.0
1914,2445.4,2.39917,0.0
1915,2446.36,2.3455,0.0
1916,2447.33,2.29228,0.0
1917,2448.29,2.2431,0.0
1918,2449.26,2.19065,0.0
1919,2450.22,2.13172,0.0
1920,2451.18,2.08415,0.0
1921,2452.15,2.03264,0.0
1922,2453.11,2.00168,0.0
1923,2454.08,1.95338,0.0
1924,2455.04,1.92066,0.0
1925,2456.01,1.86808,0.0
1926,2456.97,1.82548,0.0
1927,2457.93,1.78785,0.0
1928,2458.9,1.75053,0.0
1929,2459.86,1.7201,0.0
1930,2460.83,1.68861,0.0
1931,2461.79,1.65101,0.0
1932,2462.76,1.61983,0.0
1933,2463.72,1.5857,0.0
1934,2464.68,1.55967,0.0
1935,2465.65,1.5389,0.0
1936,2466.61,1.53293,0.0
1937,2467.58,1.51304,0.0
1938,2468.54,1.49413,0.0
1939,2469.51,1.48184,0.0
1940,2470.47,1.47358,0.0
1941,2471.43,1.45917,0.0
1942,2472.4,1.4513,0.0
1943,2473.36,1.45144,0.0
1944,2474.33,1.45122,0.0
1945,2475.29,1.44356,0.0
1946,2476.26,1.44421,0.0
1947,2477.22,1.4431,0.0
1948,2478.18,1.44355,0.0
1949,2479.15,1.43576,0.0
1950,2480.11,1.43173,0.0
1951,2481.08,1.43321,0.0
1952,2482.04,1.43666,0.0
1953,2483.01,1.43496,0.0
1954,2483.97,1.44316,0.0
1955,2484.93,1.4442,0.0
1956,2485.9,1.44635,0.0
1957,2486.86,1.44469,0.0
1958,2487.83,1.45002,0.0
1959,2488.79,1.45371,0.0
1960,2489.76,1.45356,0.0
1961,2490.72,1.45856,0.0
1962,2491.68,1.47066,0.0
1963,2492.65,1.47324,0.0
1964,2493.61,1.4806,0.0
1965,2494.58,1.48418,0.0
1966,2495.54,1.4929,0.0
1967,2496.51,1.48874,0.0
1968,2497.47,1.48557,0.0
1969,2498.43,1.49139,0.0
1970,2499.4,1.49758,0.0
1971,2500.36,1.50949,0.0
1972,2501.33,1.51601,0.0
1973,2502.29,1.50938,0.0
1974,2503.26,1.50823,0.0
1975,2504.22,1.50787,0.0
1976,2505.18,1.51572,0.0
1977,2506.15,1.51366,0.0
1978,2507.11,1.52486,0.0
1979,2508.08,1.52994,0.0
1980,2509.04,1.53624,0.0
1981,2510.01,1.53155,0.0
1982,2510.97,1.53355,0.0
1983,2511.93,1.54234,0.0
1984,2512.9,1.53903,0.0
1985,2513.86,1.53003,0.0
1986,2514.83,1.53458,0.0
1987,2515.79,1.54056,0.0
1988,2516.76,1.54084,0.0
1989,2517.72,1.54186,0.0
1990,2518.68,1.5558,0.0
1991,2519.65,1.55859,0.0
1992,2520.61,1.55998,0.0
1993,2521.58,1.5543,0.0
1994,2522.54,1.55425,0.0
1995,2523.51,1.55385,0.0
1996,2524.47,1.55982,0.0
1997,2525.43,1.56925,0.0
1998,2526.4,1.57137,0.0
1999,2527.36,1.57443,0.0
2000,2528.33,1.57825,0.0
2001,2529.29,1.59126,0.0
2002,2530.26,1.59298,0.0
2003,2531.22,1.59133,0.0
2004,2532.18,1.60882,0.0
2005,2533.15,1.60783,0.0
2006,2534.11,1.61509,0.0
2007,2535.08,1.61438,0.0
2008,2536.04,1.62277,0.0
2009,2537.01,1.61438,0.0
2010,2537.97,1.6116,0.0
2011,2538.93,1.62182,0.0
2012,2539.9,1.62689,0.0
2013,2540.86,1.63718,0.0
2014,2541.83,1.63556,0.0
2015,2542.79,1.64708,0.0
2016,2543.76,1.64838,0.0
2017,2544.72,1.65186,0.0
2018,2545.68,1.65624,0.0
2019,2546.65,1.64953,0.0
2020,2547.61,1.66195,0.0
2021,2548.58,1.66376,0.0
2022,2549.54,1.66884,0.0
2023,2550.51,1.65882,0.0
2024,2551.47,1.66705,0.0
2025,2552.43,1.67557,0.0
2026,2553.4,1.67339,0.0
2027,2554.36,1.68587,0.0
2028,2555.33,1.68352,0.0
2029,2556.29,1.68869,0.0
2030,2557.26,1.69186,0.0
2031,2558.22,1.69461,0.0
2032,2559.18,1.70578,0.0
2033,2560.15,1.70115,0.0
2034,2561.11,1.71312,0.0
2035,2562.08,1.70731,0.0
2036,2563.04,1.7082,0.0
2037,2564.01,1.70626,0.0
2038,2564.97,1.72069,0.0
2039,2565.93,1.72485,0.0
2040,2566.9,1.71493,0.0
2041,2567.86,1.73206,0.0
2042,2568.83,1.73106,0.0
2043,2569.79,1.73902,0.0
2044,2570.75,1.74423,0.0
2045,2571.72,1.73266,0.0
2046,2572.68,1.74316,0.0
2047,2573.65,1.74183,0.0
2048,2574.61,1.7667,0.0
2049,2575.58,1.76089,0.0
2050,2576.54,1.76831,0.0
2051,2577.5,1.76311,0.0
2052,2578.47,1.75534,0.0
2053,2579.43,1.77614,0.0
2054,2580.4,1.77224,0.0
2055,2581.36,1.78764,0.0
2056,2582.33,1.78394,0.0
2057,2583.29,1.79429,0.0
2058,2584.25,1.80794,0.0
2059,2585.22,1.79816,0.0
2060,2586.18,1.80806,0.0
2061,2587.15,1.79799,0.0
2062,2588.11,1.81233,0.0
2063,2589.08,1.80069,0.0
2064,2590.04,1.81672,0.0
2065,2591.0,1.83524,0.0
2066,2591.97,1.8283,0.0
2067,2592.93,1.83795,0.0
2068,2593.9,1.8283,0.0
2069,2594.86,1.84904,0.0
2070,2595.83,1.84173,0.0
2071,2596.79,1.85119,0.0
2072,2597.75,1.86656,0.0
2073,2598.72,1.85601,0.0
2074,2599.68,1.87394,0.0
2075,2600.65,1.86308,0.0
2076,2601.61,1.88226,0.0
2077,2602.57,1.88462,0.0
2078,2603.54,1.88166,0.0
2079,2604.5,1.8943,0.0
2080,2605.47,1.8835,0.0
2081,2606.43,1.90251,0.0
2082,2607.4,1.89068,0.0
2083,2608.36,1.91533,0.0
2084,2609.32,1.91947,0.0
2085,2610.29,1.91311,0.0
2086,2611.25,1.92382,0.0
2087,2612.22,1.90997,0.0
2088,2613.18,1.93399,0.0
2089,2614.15,1.91669,0.0
2090,2615.11,1.93986,0.0
2091,2616.07,1.95155,0.0
2092,2617.04,1.95212,0.0
2093,2618.0,1.96691,0.0
2094,2618.97,1.95148,0.0
2095,2619.93,1.96853,0.0
2096,2620.9,1.9536,0.0
2097,2621.86,1.97681,0.0
2098,2622.82,1.98607,0.0
2099,2623.79,1.98177,0.0
2100,2624.75,1.99317,0.0
2101,2625.72,1.97916,0.0
2102,2626.68,2.00943,0.0
2103,2627.65,1.99321,0.0
2104,2628.61,2.0219,0.0
2105,2629.57,2.02717,0.0
2106,2630.54,2.02006,0.0
2107,2631.5,2.03394,0.0
2108,2632.47,2.01645,0.0
2109,2633.43,2.03923,0.0
2110,2634.4,2.02356,0.0
2111,2635.36,2.05056,0.0
2112,2636.32,2.05373,0.0
2113,2637.29,2.03478,0.0
2114,2638.25,2.0648,0.0
2115,2639.22,2.05399,0.0
2116,2640.18,2.09171,0.0
2117,2641.15,2.0708,0.0
2118,2642.11,2.09065,0.0
2119,2643.07,2.0993,0.0
2120,2644.04,2.08458,0.0
2121,2645.0,2.10899,0.0
2122,2645.97,2.09542,0.0
2123,2646.93,2.12474,0.0
2124,2647.9,2.10601,0.0
2125,2648.86,2.12736,0.0
2126,2649.82,2.13103,0.0
2127,2650.79,2.11759,0.0
2128,2651.75,2.14571,0.0
2129,2652.72,2.12802,0.0
2130,2653.68,2.15561,0.0
2131,2654.65,2.14316,0.0
2132,2655.61,2.16571,0.0
2133,2656.57,2.17088,0.0
2134,2657.54,2.15706,0.0
2135,2658.5,2.16964,0.0
2136,2659.47,2.16137,0.0
2137,2660.43,2.18479,0.0
2138,2661.4,2.18071,0.0
2139,2662.36,2.19593,0.0
2140,2663.32,2.19285,0.0
2141,2664.29,2.19061,0.0
2142,2665.25,2.20768,0.0
2143,2666.22,2.20553,0.0
2144,2667.18,2.20783,0.0
2145,2668.15,2.20708,0.0
2146,2669.11,2.21327,0.0
2147,2670.07,2.21762,0.0
2148,2671.04,2.21891,0.0
2149,2672.0,2.22282,0.0
2150,2672.97,2.22379,0.0
2151,2673.93,2.22903,0.0
2152,2674.9,2.23297,0.0
2153,2675.86,2.23072,0.0
2154,2676.82,2.22476,0.0
2155,2677.79,2.22842,0.0
2156,2678.75,2.23519,0.0
2157,2679.72,2.23403,0.0
2158,2680.68,2.24989,0.0
2159,2681.65,2.25525,0.0
2160,2682.61,2.25908,0.0
2161,2683.57,2.26593,0.0
2162,2684.54,2.27195,0.0
2163,2685.5,2.27467,0.0
2164,2686.47,2.27536,0.0
2165,2687.43,2.27332,0.0
2166,2688.4,2.27139,0.0
2167,2689.36,2.27543,0.0
2168,2690.32,2.28445,0.0
2169,2691.29,2.28943,0.0
2170,2692.25,2.29033,0.0
2171,2693.22,2.28913,0.0
2172,2694.18,2.29503,0.0
2173,2695.15,2.29761,0.0
2174,2696.11,2.2993,0.0
2175,2697.07,2.30621,0.0
2176,2698.04,2.31138,0.0
2177,2699.0,2.3115,0.0
2178,2699.97,2.31123,0.0
2179,2700.93,2.31421,0.0
2180,2701.9,2.31853,0.0
2181,2702.86,2.32405,0.0
2182,2703.82,2.32744,0.0
2183,2704.79,2.32806,0.0
2184,2705.75,2.33125,0.0
2185,2706.72,2.33377,0.0
2186,2707.68,2.33778,0.0
2187,2708.65,2.34126,0.0
2188,2709.61,2.34712,0.0
2189,2710.57,2.35092,0.0
2190,2711.54,2.3539,0.0
2191,2712.5,2.35843,0.0
2192,2713.47,2.36185,0.0
2193,2714.43,2.36594,0.0
2194,2715.4,2.3685,0.0
2195,2716.36,2.36992,0.0
2196,2717.32,2.37402,0.0
2197,2718.29,2.37766,0.0
2198,2719.25,2.3826,0.0
2199,2720.22,2.38201,0.0
2200,2721.18,2.37937,0.0
2201,2722.15,2.37937,0.0
2202,2723.11,2.38683,0.0
2203,2724.07,2.39514,0.0
2204,2725.04,2.39409,0.0
2205,2726.0,2.39088,0.0
2206,2726.97,2.39719,0.0
2207,2727.93,2.41334,0.0
2208,2728.9,2.41588,0.0
2209,2729.86,2.41553,0.0
2210,2730.82,2.42464,0.0
2211,2731.79,2.427,0.0
2212,2732.75,2.42953,0.0
2213,2733.72,2.43181,0.0
2214,2734.68,2.43747,0.0
2215,2735.64,2.44215,0.0
2216,2736.61,2.44322,0.0
2217,2737.57,2.44092,0.0
2218,2738.54,2.44161,0.0
2219,2739.5,2.44833,0.0
2220,2740.47,2.45194,0.0
2221,2741.43,2.45802,0.0
2222,2742.39,2.46282,0.0
2223,2743.36,2.46652,0.0
2224,2744.32,2.46725,0.0
2225,2745.29,2.46825,0.0
2226,2746.25,2.46566,0.0
2227,2747.22,2.46585,0.0
2228,2748.18,2.47068,0.0
2229,2749.14,2.47616,0.0
2230,2750.11,2.47827,0.0
2231,2751.07,2.48053,0.0
2232,2752.04,2.48334,0.0
2233,2753.0,2.48591,0.0
2234,2753.97,2.48743,0.0
2235,2754.93,2.49109,0.0
2236,2755.89,2.49615,0.0
2237,2756.86,2.49987,0.0
2238,2757.82,2.50033,0.0
2239,2758.79,2.50085,0.0
2240,2759.75,2.50369,0.0
2241,2760.72,2.50652,0.0
2242,2761.68,2.51262,0.0
2243,2762.64,2.51895,0.0
2244,2763.61,2.52013,0.0
2245,2764.57,2.52076,0.0
2246,2765.54,2.52261,0.0
2247,2766.5,2.53109,0.0
2248,2767.47,2.53557,0.0
2249,2768.43,2.53839,0.0
2250,2769.39,2.54459,0.0
2251,2770.36,2.54803,0.0
2252,2771.32,2.55005,0.0
2253,2772.29,2.5499,0.0
2254,2773.25,2.54825,0.0
2255,2774.22,2.55053,0.0
2256,2775.18,2.55357,0.0
2257,2776.14,2.56314,0.0
2258,2777.11,2.56931,0.0
2259,2778.07,2.56938,0.0
2260,2779.04,2.5723,0.0
2261,2780.0,2.57003,0.0
2262,2780.97,2.57114,0.0
2263,2781.93,2.57413,0.0
2264,2782.89,2.57714,0.0
2265,2783.86,2.58049,0.0
2266,2784.82,2.58017,0.0
2267,2785.79,2.57676,0.0
2268,2786.75,2.56754,0.0
2269,2787.72,2.5679,0.0
2270,2788.68,2.56795,0.0
2271,2789.64,2.55583,0.0
2272,2790.61,2.554,0.0
2273,2791.57,2.54694,0.0
2274,2792.54,2.54863,0.0
2275,2793.5,2.54617,0.0
2276,2794.47,2.54963,0.0
2277,2795.43,2.54849,0.0
2278,2796.39,2.54962,0.0
2279,2797.36,2.55018,0.0
2280,2798.32,2.54723,0.0
2281,2799.29,2.55258,0.0
2282,2800.25,2.55023,0.0
2283,2801.22,2.5511,0.0
2284,2802.18,2.56206,0.0
2285,2803.14,2.56812,0.0
2286,2804.11,2.57068,0.0
2287,2805.07,2.56992,0.0
2288,2806.04,2.57219,0.0
2289,2807.0,2.58849,0.0
2290,2807.97,2.59427,0.0
2291,2808.93,2.59982,0.0
2292,2809.89,2.60621,0.0
2293,2810.86,2.61127,0.0
2294,2811.82,2.62359,0.0
2295,2812.79,2.63149,0.0
2296,2813.75,2.64305,0.0
2297,2814.72,2.64801,0.0
2298,2815.68,2.65084,0.0
2299,2816.64,2.65379,0.0
2300,2817.61,2.65789,0.0
2301,2818.57,2.67053,0.0
2302,2819.54,2.67827,0.0
2303,2820.5,2.69213,0.0
2304,2821.47,2.69952,0.0
2305,2822.43,2.70996,0.0
2306,2823.39,2.72225,0.0
2307,2824.36,2.72702,0.0
2308,2825.32,2.73904,0.0
2309,2826.29,2.74384,0.0
2310,2827.25,2.74854,0.0
2311,2828.22,2.75564,0.0
2312,2829.18,2.77301,0.0
2313,2830.14,2.78201,0.0
2314,2831.11,2.78278,0.0
2315,2832.07,2.78551,0.0
2316,2833.04,2.79288,0.0
2317,2834.0,2.80742,0.0
2318,2834.97,2.81312,0.0
2319,2835.93,2.81645,0.0
2320,2836.89,2.81702,0.0
2321,2837.86,2.81539,0.0
2322,2838.82,2.81708,0.0
2323,2839.79,2.82525,0.0
2324,2840.75,2.8393,0.0
2325,2841.72,2.84822,0.0
2326,2842.68,2.85325,0.0
2327,2843.64,2.85229,0.0
2328,2844.61,2.85546,0.0
2329,2845.57,2.8586,0.0
2330,2846.54,2.8676,0.0
2331,2847.5,2.87879,0.0
2332,2848.47,2.88863,0.0
2333,2849.43,2.89417,0.0
2334,2850.39,2.90424,0.0
2335,2851.36,2.90907,0.0
2336,2852.32,2.91493,0.0
2337,2853.29,2.91709,0.0
2338,2854.25,2.92616,0.0
2339,2855.22,2.92796,0.0
2340,2856.18,2.93247,0.0
2341,2857.14,2.93779,0.0
2342,2858.11,2.94553,0.0
2343,2859.07,2.94189,0.0
2344,2860.04,2.9394,0.0
2345,2861.0,2.94929,0.0
2346,2861.97,2.95505,0.0
2347,2862.93,2.95816,0.0
2348,2863.89,2.95738,0.0
2349,2864.86,2.96042,0.0
2350,2865.82,2.96919,0.0
2351,2866.79,2.97565,0.0
2352,2867.75,2.99004,0.0
2353,2868.72,2.99258,0.0
2354,2869.68,2.99046,0.0
2355,2870.64,2.99033,0.0
2356,2871.61,2.9939,0.0
2357,2872.57,2.99185,0.0
2358,2873.54,2.9936,0.0
2359,2874.5,3.01186,0.0
2360,2875.47,3.02405,0.0
2361,2876.43,3.03023,0.0
2362,2877.39,3.03005,0.0
2363,2878.36,3.03263,0.0
2364,2879.32,3.0351,0.0
2365,2880.29,3.04147,0.0
2366,2881.25,3.04793,0.0
2367,2882.22,3.05029,0.0
2368,2883.18,3.05271,0.0
2369,2884.14,3.05693,0.0
2370,2885.11,3.06185,0.0
2371,2886.07,3.06998,0.0
2372,2887.04,3.07848,0.0
2373,2888.0,3.08698,0.0
2374,2888.97,3.08766,0.0
2375,2889.93,3.08179,0.0
2376,2890.89,3.08867,0.0
2377,2891.86,3.09591,0.0
2378,2892.82,3.09754,0.0
2379,2893.79,3.10211,0.0
2380,2894.75,3.1108,0.0
2381,2895.72,3.11079,0.0
2382,2896.68,3.11796,0.0
2383,2897.64,3.12525,0.0
2384,2898.61,3.12523,0.0
2385,2899.57,3.13173,0.0
2386,2900.54,3.13929,0.0
2387,2901.5,3.14154,0.0
2388,2902.47,3.14354,0.0
2389,2903.43,3.14711,0.0
2390,2904.39,3.1565,0.0
2391,2905.36,3.16552,0.0
2392,2906.32,3.16583,0.0
2393,2907.29,3.16985,0.0
2394,2908.25,3.17485,0.0
2395,2909.22,3.17606,0.0
2396,2910.18,3.17442,0.0
2397,2911.14,3.18187,0.0
2398,2912.11,3.18859,0.0
2399,2913.07,3.17963,0.0
2400,2914.04,3.18082,0.0
2401,2915.0,3.18942,0.0
2402,2915.97,3.19938,0.0
2403,2916.93,3.20659,0.0
2404,2917.89,3.21196,0.0
2405,2918.86,3.21351,0.0
2406,2919.82,3.21607,0.0
2407,2920.79,3.22253,0.0
2408,2921.75,3.23636,0.0
2409,2922.72,3.24212,0.0
2410,2923.68,3.24349,0.0
2411,2924.64,3.24892,0.0
2412,2925.61,3.25306,0.0
2413,2926.57,3.26017,0.0
2414,2927.54,3.26135,0.0
2415,2928.5,3.25667,0.0
2416,2929.46,3.25357,0.0
2417,2930.43,3.25854,0.0
2418,2931.39,3.27253,0.0
2419,2932.36,3.27847,0.0
2420,2933.32,3.28098,0.0
2421,2934.29,3.28354,0.0
2422,2935.25,3.28332,0.0
2423,2936.21,3.27862,0.0
2424,2937.18,3.28005,0.0
2425,2938.14,3.29237,0.0
2426,2939.11,3.29488,0.0
2427,2940.07,3.29767,0.0
2428,2941.04,3.30022,0.0
2429,2942.0,3.29634,0.0
2430,2942.96,3.29234,0.0
2431,2943.93,3.28563,0.0
2432,2944.89,3.29087,0.0
2433,2945.86,3.30014,0.0
2434,2946.82,3.30045,0.0
2435,2947.79,3.31109,0.0
2436,2948.75,3.32766,0.0
2437,2949.71,3.33326,0.0
2438,2950.68,3.33762,0.0
2439,2951.64,3.3389,0.0
2440,2952.61,3.32971,0.0
2441,2953.57,3.33291,0.0
2442,2954.54,3.34637,0.0
2443,2955.5,3.35345,0.0
2444,2956.46,3.35449,0.0
2445,2957.43,3.35405,0.0
2446,2958.39,3.35409,0.0
2447,2959.36,3.36162,0.0
2448,2960.32,3.36433,0.0
2449,2961.28,3.36319,0.0
2450,2962.25,3.3617,0.0
2451,2963.21,3.36616,0.0
2452,2964.18,3.37361,0.0
2453,2965.14,3.37591,0.0
2454,2966.11,3.3837,0.0
2455,2967.07,3.38784,0.0
2456,2968.03,3.39114,0.0
2457,2969.0,3.40179,0.0
2458,2969.96,3.41141,0.0
2459,2970.93,3.41003,0.0
2460,2971.89,3.4047,0.0
2461,2972.86,3.41064,0.0
2462,2973.82,3.41565,0.0
2463,2974.78,3.40932,0.0
2464,2975.75,3.41574,0.0
2465,2976.71,3.42219,0.0
2466,2977.68,3.42407,0.0
2467,2978.64,3.41805,0.0
2468,2979.61,3.4161,0.0
2469,2980.57,3.41333,0.0
2470,2981.53,3.41145,0.0
2471,2982.5,3.41634,0.0
2472,2983.46,3.42208,0.0
2473,2984.43,3.43077,0.0
2474,2985.39,3.44683,0.0
2475,2986.36,3.44632,0.0
2476,2987.32,3.44709,0.0
2477,2988.28,3.45556,0.0
2478,2989.25,3.45657,0.0
2479,2990.21,3.45973,0.0
2480,2991.18,3.45569,0.0
2481,2992.14,3.43994,0.0
2482,2993.11,3.44206,0.0
2483,2994.07,3.45865,0.0
2484,2995.03,3.47501,0.0
2485,2996.0,3.48028,0.0
2486,2996.96,3.47487,0.0
2487,2997.93,3.47616,0.0
2488,2998.89,3.49857,0.0
2489,2999.86,3.50481,0.0
2490,3000.82,3.49715,0.0
2491,3001.78,3.5016,0.0
2492,3002.75,3.50182,0.0
2493,3003.71,3.50633,0.0
2494,3004.68,3.51993,0.0
2495,3005.64,3.53768,0.0
2496,3006.61,3.53913,0.0
2497,3007.57,3.53344,0.0
2498,3008.53,3.53488,0.0
2499,3009.5,3.53134,0.0
2500,3010.46,3.52717,0.0
2501,3011.43,3.52277,0.0
2502,3012.39,3.5449,0.0
2503,3013.36,3.5554,0.0
2504,3014.32,3.55273,0.0
