Spectra_filename, Number_in_fun_name, Function_full_name, FunctionType, height, --- Created at Thu Jun  4 09:52:19 2020 ---
FN7114 map truncated version0195.CSV, 0195, Spec0195_A, Acenter, 11.480915324884, 
FN7114 map truncated version0196.CSV, 0196, Spec0196_A, Acenter, 0.86022542060383, 
FN7114 map truncated version0197.CSV, 0197, Spec0197_A, Acenter, 1.0307302256258, 
FN7114 map truncated version0198.CSV, 0198, Spec0198_A, Acenter, 1.1681040627721, 
FN7114 map truncated version0199.CSV, 0199, Spec0199_A, Acenter, 1.8821272212702, 
FN7114 map truncated version0200.CSV, 0200, Spec0200_A, Acenter, 2.4144477241281, 
FN7114 map truncated version0201.CSV, 0201, Spec0201_A, Acenter, 2.6483898876659, 
FN7114 map truncated version0202.CSV, 0202, Spec0202_A, Acenter, 3.2464463091069, 
FN7114 map truncated version0203.CSV, 0203, Spec0203_A, Acenter, 3.9203730353876, 
FN7114 map truncated version0204.CSV, 0204, Spec0204_A, Acenter, 4.7048338883048, 
FN7114 map truncated version0205.CSV, 0205, Spec0205_A, Acenter, 6.5795197542949, 
FN7114 map truncated version0206.CSV, 0206, Spec0206_A, Acenter, 8.4100102000711, 
FN7114 map truncated version0207.CSV, 0207, Spec0207_A, Acenter, 22.38849039986, 
FN7114 map truncated version0208.CSV, 0208, Spec0208_A, Acenter, 30.869482257636, 
FN7114 map truncated version0209.CSV, 0209, Spec0209_A, Acenter, 46.822842938301, 
FN7114 map truncated version0210.CSV, 0210, Spec0210_A, Acenter, 29.476672900214, 
FN7114 map truncated version0211.CSV, 0211, Spec0211_A, Acenter, 1.0746222028139, 
FN7114 map truncated version0212.CSV, 0212, Spec0212_A, Acenter, 1.47756807616, 
FN7114 map truncated version0213.CSV, 0213, Spec0213_A, Acenter, 1.7125136146866, 
FN7114 map truncated version0214.CSV, 0214, Spec0214_A, Acenter, 2.8530978349861, 
FN7114 map truncated version0215.CSV, 0215, Spec0215_A, Acenter, 2.7879410741459, 
FN7114 map truncated version0216.CSV, 0216, Spec0216_A, Acenter, 3.2892114942288, 
FN7114 map truncated version0217.CSV, 0217, Spec0217_A, Acenter, 4.2798954716415, 
FN7114 map truncated version0218.CSV, 0218, Spec0218_A, Acenter, 12.209843295339, 
FN7114 map truncated version0219.CSV, 0219, Spec0219_A, Acenter, 19.429944172491, 
FN7114 map truncated version0220.CSV, 0220, Spec0220_A, Acenter, 29.128226251978, 
FN7114 map truncated version0221.CSV, 0221, Spec0221_A, Acenter, 54.579281759359, 
FN7114 map truncated version0222.CSV, 0222, Spec0222_A, Acenter, 81.033367504265, 
FN7114 map truncated version0223.CSV, 0223, Spec0223_A, Acenter, 113.48812541852, 
FN7114 map truncated version0224.CSV, 0224, Spec0224_A, Acenter, 98.176606065148, 
FN7114 map truncated version0225.CSV, 0225, Spec0225_A, Acenter, 45.433142159295, 
FN7114 map truncated version0226.CSV, 0226, Spec0226_A, Acenter, 1.8307511278161, 
FN7114 map truncated version0227.CSV, 0227, Spec0227_A, Acenter, 2.5023983133588, 
FN7114 map truncated version0228.CSV, 0228, Spec0228_A, Acenter, 3.1982121229627, 
FN7114 map truncated version0229.CSV, 0229, Spec0229_A, Acenter, 2.9528697761558, 
FN7114 map truncated version0230.CSV, 0230, Spec0230_A, Acenter, 3.0227810860621, 
FN7114 map truncated version0231.CSV, 0231, Spec0231_A, Acenter, 4.7236527802742, 
